time_s,roll_sensor1,pitch_sensor1,emg_rms_sensor1,roll_sensor2,pitch_sensor2,emg_rms_sensor2,roll_sensor3,pitch_sensor3,emg_rms_sensor3,labels
32.351351,75.61639510534879,0.4187719014231106,0.0073073311813464,114.41286456260924,4.0676047050747375,0.0083803844406529,54.988482116419405,-38.11203303739536,0.0123421115803241,Swing phase
32.364865,75.28594882877661,0.4775819615716136,0.0073073311813464,115.63947855054094,4.260306099728298,0.0083803844406529,55.58500567597366,-38.38201416772685,0.0123421115803241,Swing phase
32.378378,74.99644090230099,0.5380391316775345,0.0048641416038074,116.83757783549709,4.449128956794915,0.0100811695905756,56.32428898461862,-38.6552707877536,0.0232637482996031,Swing phase
32.391892,74.75070653866257,0.5971951445133369,0.0048641416038074,118.001837847458,4.625246289075978,0.0100811695905756,57.18235277376549,-38.91355696237303,0.0232637482996031,Swing phase
32.405405,74.55100196322321,0.6529114352458765,0.0051636146319423,119.12786707549073,4.78423274337572,0.0099539416241488,58.1413647988926,-39.13194787394915,0.0217865174089771,Swing phase
32.418919,74.39859082689766,0.7036199299740683,0.0051636146319423,120.21429796889612,4.927064096533829,0.0099539416241488,59.18770869454882,-39.28360439991319,0.0217865174089771,Swing phase
32.432432,74.2944092070391,0.7480270644605436,0.0052190885530623,121.26199297960584,5.059346682566565,0.0099218645160625,60.311645554438215,-39.34890712063466,0.0215362837867722,Swing phase
32.445946,74.24000081574314,0.7850740528741936,0.0052190885530623,122.2718948711958,5.189134033055444,0.0099218645160625,61.52252683580706,-39.31569068934683,0.0215362837867722,Swing phase
32.459459,74.2380453032903,0.8142082797558581,0.0052213583911448,123.24342129230722,5.324399266184072,0.0099158417138107,62.86236142045955,-39.17272226843413,0.0215372501106987,Swing phase
32.472973,74.29235925882807,0.8358188170503342,0.0052213583911448,124.17428149925436,5.471497894958413,0.0099158417138107,64.38179998111505,-38.91282266917232,0.0215372501106987,Swing phase
32.486486,74.40730607859369,0.851522278733813,0.0052164179308319,125.0612451992479,5.634476211167114,0.0099163681149493,66.09144969871548,-38.54324939485608,0.0215651065052642,Swing phase
32.5,74.58639186404713,0.8639441735123987,0.0052164179308319,125.90096490618882,5.814003126662572,0.0099163681149493,67.9340236460253,-38.08385579643078,0.0215651065052642,Swing phase
32.513514,74.83036728665114,0.8761812799780602,0.00521371971522,126.68973430117796,6.005974809544094,0.0099173000362017,69.79084859166538,-37.55143133360079,0.0215787890114332,Swing phase
32.527027,75.13561371175149,0.8914793502077727,0.00521371971522,127.42086104400606,6.200939760386007,0.0099173000362017,71.51100464429604,-36.94353080024995,0.0215787890114332,Swing phase
32.540541,75.49368532182429,0.9133188468918926,0.0052176400126395,128.08181055125766,6.384741089535356,0.0099238706872392,72.95036602403967,-36.23388288280103,0.0216921265534231,Swing phase
32.554054,75.89278242395332,0.945777707079804,0.0052176400126395,128.6556837499523,6.53991733171368,0.0099238706872392,74.01030049610398,-35.38955296152496,0.0216921265534231,Swing phase
32.567568,76.31997063213333,0.9930241872458584,0.0053275459391654,129.1279096030593,6.646587379272854,0.0098978861911389,74.65886914987172,-34.39373886119456,0.0258397688791215,Swing phase
32.581081,76.76173836064237,1.0561690341302374,0.0053275459391654,129.4959686304245,6.681270272679448,0.0098978861911389,74.91546148853386,-33.239217959047295,0.0258397688791215,Swing phase
32.594595,77.20402453339794,1.130118195661192,0.0053162133010726,129.77426483698449,6.617847516104101,0.0099639208439222,74.82395461478579,-31.903285724819167,0.0256154213728938,Swing phase
32.608108,77.635285983816,1.2062695851607104,0.0053162133010726,129.98366853295474,6.438924287042215,0.0099639208439222,74.45967901111713,-30.353265901038974,0.0256154213728938,Swing phase
32.621622,78.05077028614849,1.2792685997174655,0.0053188992495642,130.13371171020134,6.150836094284768,0.0099681039801285,73.94994505052354,-28.581694681189628,0.0255274163181516,Swing phase
32.635135,78.4522868589584,1.3500954717633888,0.0053188992495642,130.21709825797393,5.784293643921412,0.0099681039801285,73.45888900587445,-26.62101576552297,0.0255274163181516,Swing phase
32.648649,78.84258493312298,1.4243126157212735,0.0053208602720467,130.2180311611684,5.378643081192619,0.009964121147124,73.14467161247494,-24.52754517883518,0.0255013411457749,Swing phase
32.662162,79.21740741474085,1.5099829397968003,0.0053208602720467,130.1224869925085,4.961245877782046,0.009964121147124,73.12539839076896,-22.36928167116408,0.0255013411457749,Swing phase
